Messwerte von Berlin-Dahlem

Nr. 55-60 / 01.03.2023
Normalwert der Lufttemperatur: 1.4 °C (Vortag: 1.2 °C)
Sonnenaufgang: 06:54 Uhr, Meridiandurchgang: 12:19 Uhr, Sonnenuntergang: 17:45 Uhr, Dauer der buergerlichen Daemmerung: 34 Minuten

Zeit			Lfttmp	RelFeu	Taupnkt	Lftdrck	Lfttmp	Erdbtmp	Wndrich	Wndgesw	Wndgesw	Wndst	Wndgesw	Lfttmp	Lfttmp	Windst	Hzgrdw	Ndschl	Ndschl	Sonnens	Helligk	Globals	Hmmelss	
MEZ			2m	2m	2m	NN	5cm	2cm	Mittel	10m-Mit	10m-Max	10m-Max	30m-Max	24h-Mit	Abweich	24h-Mit		Summe	Art					
			°C	%	°C	hPa	°C	°C	Grad	m/s	m/s	Bft	m/s	°C	K	Bft		mm	Code	min	klx	mWh/cm²	mWh/cm²	

2023-03-01 00:30	-3.3	92	-4.4	1032.2	-5.5	0.2	64	2.0	2.2	2	2.5	0.8	-0.4	2.6	18.6	.	.	.	0.0	0.0	0.0	
2023-03-01 01:00	-3.5	93	-4.4	1031.9	-5.7	0.2	64	1.7	2.2	2	2.3	0.7	-0.5	2.6	18.6	.	.	.	0.0	0.0	0.0	
2023-03-01 01:30	-3.4	94	-4.2	1031.7	-5.9	0.2	44	1.3	1.5	1	2.6	0.6	-0.6	2.6	18.7	.	.	.	0.0	0.0	0.0	
2023-03-01 02:00	-3.6	95	-4.2	1031.5	-6.1	0.2	14	1.9	2.1	2	2.1	0.5	-0.7	2.5	18.8	.	.	.	0.0	0.0	0.0	
2023-03-01 02:30	-3.6	95	-4.2	1031.3	-5.6	0.1	5	2.8	3.2	2	3.2	0.4	-0.8	2.5	18.8	.	.	.	0.0	0.0	0.0	
2023-03-01 03:00	-3.9	95	-4.5	1031.2	-6.3	0.1	21	2.0	2.4	2	3.1	0.3	-0.9	2.5	18.9	.	.	.	0.0	0.0	0.0	
2023-03-01 03:30	-4.3	96	-4.8	1031.1	-6.5	0.0	48	1.4	1.8	2	1.8	0.3	-0.9	2.5	19.0	.	.	.	0.0	0.0	0.0	
2023-03-01 04:00	-4.4	97	-4.8	1031.1	-6.6	0.0	36	2.2	2.4	2	2.4	0.2	-1.0	2.5	19.0	.	.	.	0.0	0.0	0.0	
2023-03-01 04:30	-4.6	97	-5.0	1030.9	-6.5	-0.1	82	1.5	1.9	2	2.0	0.2	-1.0	2.5	19.1	.	.	.	0.0	0.0	0.0	
2023-03-01 05:00	-4.8	98	-5.0	1030.6	-6.8	-0.2	69	0.8	1.2	1	1.6	0.1	-1.1	2.5	19.1	.	.	.	0.0	0.0	0.0	
2023-03-01 05:30	-4.8	98	-5.0	1030.6	-6.5	-0.3	138	1.4	1.6	2	1.6	0.1	-1.1	2.5	19.2	.	.	.	0.0	0.0	0.0	
2023-03-01 06:00	-4.9	98	-5.1	1030.5	-6.9	-0.3	193	0.7	1.4	1	1.4	0.0	-1.2	2.5	19.2	.	.	.	0.0	0.0	0.0	

2023-03-01 06:30	-4.9	98	-5.1	1030.5	-6.9	-0.4	175	0.5	1.4	1	1.4	-0.0	-1.2	2.5	19.2	.	.	.	0.0	0.0	0.0	
2023-03-01 07:00	-5.4	98	-5.6	1030.4	-7.2	-0.4	222	1.1	1.6	2	1.6	-0.1	-1.3	2.5	19.2	.	.	.	0.2	0.1	0.1	
2023-03-01 07:30	-5.3	99	-5.4	1030.4	-6.5	-0.5	283	1.2	1.5	1	1.9	-0.1	-1.3	2.4	19.2	.	.	9.2	2.2	1.7	1.8	
2023-03-01 08:00	-4.3	99	-4.4	1030.5	-5.4	-0.4	298	0.7	1.1	1	1.8	-0.1	-1.3	2.4	19.2	.	.	28.1	8.5	8.3	3.9	
2023-03-01 08:30	-2.6	98	-2.8	1030.6	-3.6	-0.3	354	1.4	2.2	2	2.2	-0.1	-1.3	2.4	19.3	.	.	30.0	15.5	14.7	4.8	
2023-03-01 09:00	-0.4	85	-2.6	1030.4	-0.4	-0.2	11	0.6	1.8	2	2.1	-0.1	-1.3	2.4	19.3	.	.	30.0	22.7	21.9	4.5	
2023-03-01 09:30	1.5	70	-3.3	1030.2	0.6	0.0	335	0.6	1.3	1	1.3	-0.2	-1.4	2.4	19.2	.	.	30.0	29.8	28.2	4.6	
2023-03-01 10:00	2.9	62	-3.6	1030.1	1.6	0.0	5	1.0	2.1	2	2.2	-0.2	-1.4	2.4	19.2	.	.	30.0	36.6	34.5	5.2	
2023-03-01 10:30	4.0	53	-4.6	1029.9	4.0	0.0	309	1.5	3.3	2	3.3	-0.2	-1.4	2.3	19.2	.	.	30.0	43.1	40.3	5.1	
2023-03-01 11:00	4.3	50	-5.1	1029.8	5.4	0.1	327	1.4	3.1	2	3.1	-0.2	-1.4	2.3	19.2	.	.	30.0	48.5	45.1	5.6	
2023-03-01 11:30	5.0	47	-5.3	1029.7	6.0	0.1	341	1.5	3.0	2	3.4	-0.2	-1.4	2.3	19.1	.	.	30.0	53.2	49.4	6.9	
2023-03-01 12:00	5.2	46	-5.4	1029.4	6.5	0.3	360	2.0	3.6	3	3.6	-0.1	-1.3	2.3	19.1	.	.	30.0	54.5	50.3	6.0	

2023-03-01 12:30	6.1	44	-5.1	1029.1	7.9	1.2	32	1.2	3.8	3	4.2	-0.1	-1.5	2.3	19.1	.	.	30.0	54.7	50.8	6.3	
2023-03-01 13:00	6.1	42	-5.8	1029.0	7.9	2.9	16	1.6	4.2	3	4.2	-0.1	-1.5	2.2	19.0	.	.	30.0	54.8	51.3	7.4	
2023-03-01 13:30	6.7	39	-6.2	1028.6	8.3	5.0	352	1.6	3.5	3	3.5	-0.1	-1.5	2.2	19.0	.	.	30.0	51.3	48.0	7.0	
2023-03-01 14:00	7.6	36	-6.4	1028.1	9.2	6.2	50	1.7	3.4	3	4.0	-0.0	-1.4	2.2	19.0	.	.	30.0	49.4	46.9	6.5	
2023-03-01 14:30	7.4	35	-7.0	1028.0	7.0	4.9	51	2.2	3.9	3	3.9	-0.0	-1.4	2.2	18.9	.	.	30.0	31.4	29.5	6.5	
2023-03-01 15:00	7.7	34	-7.1	1027.7	8.3	5.1	10	2.4	4.0	3	4.1	0.0	-1.4	2.2	18.9	.	.	30.0	32.1	31.6	6.3	
2023-03-01 15:30	7.7	34	-7.1	1027.3	6.6	4.1	41	1.4	2.8	2	4.4	0.1	-1.3	2.2	18.8	.	.	30.0	27.1	27.5	4.6	
2023-03-01 16:00	8.1	34	-6.7	1027.1	6.1	3.2	28	2.0	4.2	3	4.8	0.1	-1.3	2.2	18.8	.	.	30.0	23.9	24.9	3.8	
2023-03-01 16:30	7.6	35	-6.8	1027.1	5.8	2.5	25	2.1	3.6	3	3.6	0.2	-1.2	2.2	18.7	.	.	30.0	17.1	18.5	3.3	
2023-03-01 17:00	7.0	38	-6.2	1026.9	2.8	1.8	41	2.2	3.9	3	3.9	0.2	-1.2	2.2	18.7	.	.	30.0	10.0	10.9	2.5	
2023-03-01 17:30	5.9	42	-5.9	1026.7	-0.4	1.1	66	2.8	4.5	3	4.5	0.3	-1.1	2.1	18.6	.	.	30.0	3.8	4.2	1.5	
2023-03-01 18:00	4.4	47	-5.8	1026.9	-2.0	0.7	81	2.7	3.5	3	4.3	0.3	-1.1	2.1	18.5	.	.	9.2	0.6	0.4	0.3	

2023-03-01 18:30	3.1	51	-6.0	1027.2	-2.7	0.6	80	2.5	3.2	2	3.3	0.4	-1.0	2.1	18.5	.	.	.	0.0	0.0	0.0	
2023-03-01 19:00	2.2	58	-5.1	1027.2	-3.0	0.6	71	1.6	2.1	2	3.5	0.4	-1.0	2.1	18.4	.	.	.	0.0	0.0	0.0	
2023-03-01 19:30	1.4	64	-4.6	1027.2	-3.3	0.5	64	1.6	2.0	2	2.2	0.4	-1.0	2.1	18.4	.	.	.	0.0	0.0	0.0	
2023-03-01 20:00	0.9	68	-4.3	1027.3	-3.2	0.5	126	1.0	1.7	2	1.7	0.5	-0.9	2.1	18.3	.	.	.	0.0	0.0	0.0	
2023-03-01 20:30	0.0	74	-4.0	1027.3	-3.5	0.5	88	1.7	2.5	2	2.5	0.5	-0.9	2.1	18.3	.	.	.	0.0	0.0	0.0	
2023-03-01 21:00	-0.5	78	-3.8	1027.6	-3.9	0.4	110	1.3	1.8	2	2.2	0.5	-0.9	2.1	18.3	.	.	.	0.0	0.0	0.0	
2023-03-01 21:30	-0.6	82	-3.2	1027.5	-4.0	0.4	184	0.9	1.4	1	1.5	0.6	-0.8	2.0	18.2	.	.	.	0.0	0.0	0.0	
2023-03-01 22:00	-1.2	86	-3.2	1027.3	-3.9	0.4	181	0.1	0.3	1	1.8	0.6	-0.8	2.0	18.2	.	.	.	0.0	0.0	0.0	
2023-03-01 22:30	-1.3	87	-3.1	1027.3	-4.2	0.4	350	0.1	0.3	1	0.5	0.6	-0.8	2.0	18.1	.	.	.	0.0	0.0	0.0	
2023-03-01 23:00	-1.7	90	-3.1	1027.2	-4.3	0.4	38	1.0	1.3	1	1.3	0.6	-0.8	2.0	18.1	.	.	.	0.0	0.0	0.0	
2023-03-01 23:30	-1.8	90	-3.2	1027.3	-4.3	0.3	27	1.4	1.6	2	1.6	0.6	-0.8	2.0	18.1	.	.	.	0.0	0.0	0.0	
2023-03-01 24:00	-1.7	90	-3.1	1027.0	-4.3	0.3	29	1.5	1.6	2	1.6	0.7	-0.7	2.0	18.1	.	.	.	0.0	0.0	0.0	

																	Summe:	0.0		616.5				

(C) 2023 Institut fuer Meteorologie / Freie Universitaet Berlin
