Messwerte von Berlin-Dahlem

Nr. 55-63 / 04.03.2023
Normalwert der Lufttemperatur: 1.8 °C (Vortag: 1.3 °C)
Sonnenaufgang: 06:47 Uhr, Meridiandurchgang: 12:19 Uhr, Sonnenuntergang: 17:50 Uhr, Dauer der buergerlichen Daemmerung: 34 Minuten

Zeit			Lfttmp	RelFeu	Taupnkt	Lftdrck	Lfttmp	Erdbtmp	Wndrich	Wndgesw	Wndgesw	Wndst	Wndgesw	Lfttmp	Lfttmp	Windst	Hzgrdw	Ndschl	Ndschl	Sonnens	Helligk	Globals	Hmmelss	
MEZ			2m	2m	2m	NN	5cm	2cm	Mittel	10m-Mit	10m-Max	10m-Max	30m-Max	24h-Mit	Abweich	24h-Mit		Summe	Art					
			°C	%	°C	hPa	°C	°C	Grad	m/s	m/s	Bft	m/s	°C	K	Bft		mm	Code	min	klx	mWh/cm²	mWh/cm²	

2023-03-04 00:30	2.2	84	-0.2	1018.9	0.8	1.3	257	6.4	9.1	5	10.3	0.9	-0.4	3.9	19.7	.	.	.	0.0	0.0	0.0	
2023-03-04 01:00	1.8	86	-0.2	1018.7	0.6	0.9	260	6.2	11.7	6	12.1	1.0	-0.3	4.0	19.7	.	.	.	0.0	0.0	0.0	
2023-03-04 01:30	1.9	86	-0.1	1018.4	1.5	1.1	259	6.1	10.2	5	11.3	1.0	-0.3	4.0	19.6	.	.	.	0.0	0.0	0.0	
2023-03-04 02:00	2.2	86	0.1	1018.2	2.0	1.6	273	7.0	12.6	6	12.6	1.1	-0.2	4.1	19.6	.	.	.	0.0	0.0	0.0	
2023-03-04 02:30	2.3	86	0.2	1018.1	2.1	1.7	282	7.5	12.3	6	12.3	1.2	-0.1	4.1	19.6	.	.	.	0.0	0.0	0.0	
2023-03-04 03:00	2.6	84	0.2	1017.7	2.4	1.9	286	5.9	8.7	5	11.7	1.2	-0.1	4.2	19.6	.	.	.	0.0	0.0	0.0	
2023-03-04 03:30	2.9	84	0.5	1017.5	2.7	2.0	286	5.6	9.5	5	11.1	1.3	0.0	4.2	19.5	.	.	.	0.0	0.0	0.0	
2023-03-04 04:00	3.0	84	0.6	1017.1	2.7	2.1	276	5.2	8.2	5	9.0	1.4	0.1	4.3	19.5	.	.	.	0.0	0.0	0.0	
2023-03-04 04:30	3.2	84	0.8	1017.0	2.7	2.2	279	5.1	8.6	5	9.0	1.5	0.2	4.3	19.4	0.0	1	.	0.0	0.0	0.0	
2023-03-04 05:00	3.1	86	1.0	1016.7	2.7	2.2	264	5.0	8.0	5	8.0	1.6	0.3	4.4	19.3	0.0	1	.	0.0	0.0	0.0	
2023-03-04 05:30	3.3	87	1.4	1016.6	3.0	2.3	271	5.7	8.4	5	8.4	1.7	0.4	4.4	19.3	.	.	.	0.0	0.0	0.0	
2023-03-04 06:00	3.6	86	1.5	1016.3	3.3	2.4	272	4.4	9.0	5	9.0	1.8	0.5	4.4	19.2	.	.	.	0.0	0.0	0.0	

2023-03-04 06:30	3.8	86	1.7	1016.2	3.4	2.5	271	4.3	8.2	5	8.2	2.0	0.7	4.5	19.1	0.0	1	.	0.0	0.0	0.0	
2023-03-04 07:00	4.0	86	1.9	1016.2	3.5	2.6	272	5.2	8.7	5	9.3	2.1	0.8	4.5	19.0	0.0	1	.	0.0	0.1	0.1	
2023-03-04 07:30	3.9	88	2.1	1016.2	3.4	2.7	269	4.7	8.7	5	9.7	2.2	0.9	4.5	18.9	0.0	1	.	0.7	0.8	0.7	
2023-03-04 08:00	4.0	91	2.7	1016.3	3.7	3.1	267	4.8	8.2	5	8.9	2.3	1.0	4.5	18.8	0.0	1	.	3.0	2.8	2.6	
2023-03-04 08:30	4.0	93	3.0	1016.3	3.9	3.4	274	4.7	9.0	5	9.0	2.4	1.1	4.6	18.7	0.0	1	.	4.3	4.1	3.9	
2023-03-04 09:00	4.1	95	3.4	1016.3	4.0	3.8	279	4.7	8.1	5	8.3	2.5	1.2	4.6	18.6	0.1	1	.	6.8	6.2	6.0	
2023-03-04 09:30	4.4	94	3.5	1016.2	4.5	4.2	279	5.4	9.1	5	11.0	2.7	1.4	4.6	18.5	0.1	1	.	8.5	7.5	7.2	
2023-03-04 10:00	4.8	92	3.6	1016.1	5.0	4.7	283	5.6	8.4	5	9.3	2.8	1.5	4.6	18.4	0.0	1	.	12.5	11.1	10.7	
2023-03-04 10:30	5.1	89	3.4	1016.0	4.9	4.9	284	5.4	8.8	5	10.6	2.9	1.6	4.7	18.3	0.0	1	.	11.3	9.9	9.5	
2023-03-04 11:00	5.6	76	1.7	1016.1	4.9	5.0	294	5.8	10.0	5	10.0	3.0	1.7	4.7	18.2	0.0	1	.	10.2	8.6	8.2	
2023-03-04 11:30	5.9	66	0.1	1016.1	5.0	5.2	293	7.8	11.5	6	13.0	3.1	1.8	4.8	18.1	.	.	.	14.1	12.3	11.8	
2023-03-04 12:00	6.1	63	-0.3	1015.9	6.0	5.8	289	7.7	12.5	6	13.3	3.2	1.9	4.8	18.0	.	.	.	19.7	17.7	17.0	

2023-03-04 12:30	6.2	62	-0.5	1016.0	5.8	6.1	300	6.3	11.3	6	13.9	3.4	1.6	4.8	17.9	.	.	.	22.2	19.9	18.5	
2023-03-04 13:00	6.0	61	-0.9	1016.1	5.8	5.7	290	8.0	13.0	6	13.0	3.5	1.7	4.9	17.9	.	.	.	15.7	13.8	13.2	
2023-03-04 13:30	5.9	61	-1.0	1016.1	6.0	5.5	293	7.2	11.1	6	12.4	3.5	1.7	4.9	17.8	.	.	.	14.5	12.7	12.2	
2023-03-04 14:00	5.9	60	-1.2	1016.1	6.3	5.6	309	5.8	10.4	5	11.1	3.6	1.8	4.9	17.7	.	.	.	14.6	12.9	12.5	
2023-03-04 14:30	6.1	60	-1.0	1016.1	6.4	5.4	313	6.4	9.4	5	9.4	3.7	1.9	5.0	17.7	.	.	.	13.1	11.6	11.3	
2023-03-04 15:00	5.7	59	-1.6	1016.1	5.7	5.0	323	5.7	10.8	6	10.8	3.8	2.0	5.0	17.6	.	.	.	10.8	9.4	9.2	
2023-03-04 15:30	5.6	59	-1.7	1016.0	5.5	4.9	326	5.5	10.1	5	10.1	3.8	2.0	5.0	17.6	.	.	.	10.3	9.3	9.0	
2023-03-04 16:00	5.4	57	-2.4	1016.0	5.1	4.6	325	7.0	10.6	5	11.9	3.9	2.1	5.0	17.5	.	.	.	8.2	7.5	7.2	
2023-03-04 16:30	5.2	57	-2.5	1016.0	4.8	4.2	322	5.3	9.6	5	10.4	3.9	2.1	5.1	17.5	.	.	.	5.3	4.8	4.7	
2023-03-04 17:00	5.0	59	-2.3	1015.7	3.6	3.8	302	5.8	9.3	5	10.5	3.9	2.1	5.1	17.5	.	.	.	4.8	4.5	4.3	
2023-03-04 17:30	5.0	57	-2.7	1015.8	4.0	3.4	304	3.9	6.9	4	7.2	4.0	2.2	5.1	17.5	.	.	.	3.2	3.3	3.0	
2023-03-04 18:00	4.7	59	-2.5	1015.9	3.6	3.2	299	3.9	5.6	4	6.5	4.0	2.2	5.1	17.4	.	.	.	0.4	0.5	0.5	

2023-03-04 18:30	4.6	59	-2.6	1016.1	3.7	3.0	293	4.2	8.4	5	8.4	4.0	2.2	5.1	17.4	.	.	.	0.0	0.0	0.0	
2023-03-04 19:00	4.4	61	-2.4	1016.2	3.3	2.9	289	4.0	6.8	4	6.8	4.1	2.3	5.1	17.4	.	.	.	0.0	0.0	0.0	
2023-03-04 19:30	4.3	62	-2.3	1016.1	3.4	2.9	292	3.8	6.0	4	6.7	4.1	2.3	5.1	17.4	.	.	.	0.0	0.0	0.0	
2023-03-04 20:00	4.2	63	-2.1	1016.1	3.4	2.8	295	3.9	7.0	4	7.0	4.1	2.3	5.1	17.3	.	.	.	0.0	0.0	0.0	
2023-03-04 20:30	4.1	63	-2.2	1016.1	3.2	2.7	296	4.0	5.8	4	5.8	4.1	2.3	5.1	17.3	.	.	.	0.0	0.0	0.0	
2023-03-04 21:00	4.0	64	-2.1	1016.1	3.2	2.6	292	4.5	7.4	4	7.4	4.1	2.3	5.1	17.3	.	.	.	0.0	0.0	0.0	
2023-03-04 21:30	3.8	65	-2.1	1016.2	2.8	2.5	285	4.2	5.9	4	6.9	4.1	2.3	5.1	17.2	.	.	.	0.0	0.0	0.0	
2023-03-04 22:00	3.7	66	-2.0	1016.2	2.7	2.4	291	3.8	6.7	4	6.7	4.2	2.4	5.0	17.2	.	.	.	0.0	0.0	0.0	
2023-03-04 22:30	3.5	66	-2.2	1016.0	2.3	2.3	297	3.0	4.7	3	6.5	4.2	2.4	5.0	17.2	.	.	.	0.0	0.0	0.0	

																	Summe:	0.2		0.0				

(C) 2023 Institut fuer Meteorologie / Freie Universitaet Berlin
